,taxon.name,taxon.id,taxon.rank,count,taxon.observations_count,taxon.ancestor_ids
197,Baorangia bicolor,636546,species,6003,6036,"[48460, 47170, 47169, 492000, 50814, 1094814, 48427, 48702, 636545, 636546]"
198,Gyromitra esculenta,85120,species,5956,6014,"[48460, 47170, 48250, 372740, 152032, 48717, 85119, 85118, 951401, 85120]"
199,Amanita pantherina,48418,species,5896,5943,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785522, 118249, 1149497, 48419, 1142599, 954920, 1144756, 48418]"
200,Pholiota squarrosa,153445,species,5832,5880,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 48768, 64076, 1145086, 1145087, 153445]"
201,Amanita jacksonii,204589,species,5818,5873,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785522, 118249, 1149497, 48419, 1142599, 906595, 204589]"
202,Entoloma abortivum,70222,species,5799,5824,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 787526, 47166, 47165, 1395170, 70222]"
203,Clathrus ruber,56534,species,5798,5857,"[48460, 47170, 47169, 492000, 50814, 891028, 48708, 1395929, 51137, 56534]"
204,Evernia mesomorpha,182670,species,5779,5794,"[48460, 47170, 48250, 372740, 54743, 952186, 48327, 54321, 1094690, 123176, 182670]"
205,Ascocoryne sarcoides,49075,species,5777,5801,"[48460, 47170, 48250, 372740, 55523, 49073, 791908, 49072, 49075]"
206,Clavaria fragilis,53885,species,5736,5753,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 1128526, 49461, 53886, 53885]"
207,Trametes conchifer,880970,species,5722,5747,"[48460, 47170, 47169, 492000, 50814, 47380, 47379, 47378, 880970]"
208,Calvatia cyathiformis,153296,species,5707,5750,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 48445, 57693, 1368995, 153296]"
209,Annulohypoxylon thouarsianum,55516,species,5702,5723,"[48460, 47170, 48250, 372740, 53539, 792674, 48805, 785476, 55514, 55516]"
210,Chondrostereum purpureum,118036,species,5700,5713,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785516, 118042, 118043, 118036]"
211,Chlorophyllum rhacodes,56535,species,5690,5784,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 47394, 56536, 1413392, 56535]"
212,Morchella americana,462132,species,5688,5728,"[48460, 47170, 48250, 372740, 152032, 48717, 56831, 56830, 1062674, 462132]"
213,Parmotrema hypotropum,155091,species,5678,5688,"[48460, 47170, 48250, 372740, 54743, 952186, 48327, 54321, 1094690, 117867, 155091]"
214,Phellinus igniarius,125136,species,5677,5725,"[48460, 47170, 47169, 492000, 50814, 57519, 57518, 118087, 125136]"
215,Tylopilus felleus,63489,species,5669,5698,"[48460, 47170, 47169, 492000, 50814, 1094814, 48427, 48702, 1135850, 63482, 63489]"
216,Mutinus elegans,84271,species,5658,5720,"[48460, 47170, 47169, 492000, 50814, 891028, 48708, 51136, 63582, 84271]"
217,Cantharellus cibarius,47347,species,5629,5719,"[48460, 47170, 47169, 492000, 50814, 47350, 48423, 47348, 1374657, 47347]"
218,Crepidotus applanatus,350514,species,5585,5601,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 416506, 118288, 350514]"
219,Amanita phalloides,52135,species,5532,5577,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785522, 118249, 1149497, 48419, 1142598, 926048, 52135]"
220,Favolaschia claudopus,1367786,species,5530,5533,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785516, 55920, 83577, 1483834, 1367787, 1367786]"
221,Tapinella atrotomentosa,154450,species,5484,5504,"[48460, 47170, 47169, 492000, 50814, 1094814, 48427, 118204, 118205, 154450]"
222,Leucoagaricus americanus,119984,species,5478,5515,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 47394, 119985, 119984]"
223,Phallus ravenelii,125743,species,5476,5522,"[48460, 47170, 47169, 492000, 50814, 891028, 48708, 51136, 54593, 125743]"
224,Rickenella fibula,118170,species,5462,5493,"[48460, 47170, 47169, 492000, 50814, 57519, 541370, 118174, 118170]"
225,Oudemansiella furfuracea,785472,species,5452,5474,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785516, 55931, 55965, 785472]"
226,Xanthomendoza fallax,344442,species,5442,5456,"[48460, 47170, 48250, 372740, 54743, 952186, 54755, 54756, 1232042, 174748, 344442]"
227,Stropharia ambigua,53284,species,5434,5459,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 48768, 53283, 53284]"
228,Trametes lactinea,328305,species,5418,5433,"[48460, 47170, 47169, 492000, 50814, 47380, 47379, 47378, 328305]"
229,Gymnopilus sapineus,118302,species,5404,5445,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 416512, 83198, 118302]"
230,Marasmiellus candidus,118242,species,5392,5431,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785516, 49545, 118242]"
231,Hygrocybe miniata,194659,species,5363,5409,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 1128302, 51870, 1135226, 1135227, 51871, 1135479, 194659]"
232,Fistulina hepatica,123897,species,5353,5404,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 905658, 54574, 123895, 123897]"
233,Coprinopsis picacea,63224,species,5352,5429,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 56310, 48522, 1180067, 63224]"
234,Amanita flavorubens,350043,species,5322,5368,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785522, 118249, 1149497, 48419, 1142598, 932781, 484922, 350043]"
235,Mycena leptocephala,63470,species,5317,5345,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785516, 55920, 55922, 63470]"
236,Lichenomphalia umbellifera,118245,species,5274,5297,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 1128302, 51870, 1135219, 1135220, 118252, 1135338, 118245]"
237,Craterellus fallax,194231,species,5271,5300,"[48460, 47170, 47169, 492000, 50814, 47350, 48423, 48611, 1398876, 194231]"
238,Crepidotus mollis,118283,species,5259,5282,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 416506, 118288, 118283]"
239,Russula sanguinea,352308,species,5231,5341,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 48339, 1167950, 352308]"
240,Porpidia albocaerulescens,125773,species,5214,5223,"[48460, 47170, 48250, 372740, 54743, 952186, 125752, 154106, 125754, 125773]"
241,Agaricus arvensis,58699,species,5213,5287,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 47394, 49548, 824802, 847564, 58699]"
242,Myxarium nucleatum,742831,species,5179,5197,"[48460, 47170, 47169, 492000, 50814, 50815, 373315, 374950, 742831]"
243,Cantharellus lateritius,143270,species,5168,5204,"[48460, 47170, 47169, 492000, 50814, 47350, 48423, 47348, 1374657, 1199076, 143270]"
244,Marasmius rotula,63100,species,5134,5154,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785516, 49545, 54067, 1366791, 63100]"
245,Imleria badia,510854,species,5128,5167,"[48460, 47170, 47169, 492000, 50814, 1094814, 48427, 48702, 1135850, 510855, 510854]"
246,Urnula craterium,58709,species,5122,5148,"[48460, 47170, 48250, 372740, 152032, 48717, 57371, 58713, 58709]"
247,Abortiporus biennis,118041,species,5077,5103,"[48460, 47170, 47169, 492000, 50814, 47380, 559351, 118049, 118041]"
248,Hygrocybe flavescens,53475,species,5009,5032,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 1128302, 51870, 1135226, 1135227, 51871, 1135480, 1135484, 1134097, 53475]"
249,Pleurotus citrinopileatus,504060,species,5000,5045,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 905657, 48495, 48496, 504060]"
250,Inonotus obliquus,127021,species,4995,5017,"[48460, 47170, 47169, 492000, 50814, 57519, 57518, 57527, 127021]"
251,Tricholoma terreum,341797,species,4955,4982,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 787526, 47498, 62484, 1444969, 1366847, 341797]"
252,Helvella crispa,49208,species,4951,4987,"[48460, 47170, 48250, 372740, 152032, 48717, 49205, 49206, 49208]"
253,Thelephora terrestris,118102,species,4941,4976,"[48460, 47170, 47169, 492000, 50814, 52526, 118108, 118110, 118102]"
254,Lepiota cristata,58694,species,4931,4984,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 1181093, 58695, 58694]"
255,Climacodon septentrionalis,350366,species,4931,4974,"[48460, 47170, 47169, 492000, 50814, 47380, 118046, 199962, 350366]"
256,Kuehneromyces mutabilis,153033,species,4925,4953,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 416512, 153034, 153033]"
257,Leotia lubrica,58669,species,4909,4930,"[48460, 47170, 48250, 372740, 55523, 58671, 58672, 58673, 58669]"
258,Craterellus tubaeformis,350511,species,4906,4945,"[48460, 47170, 47169, 492000, 50814, 47350, 48423, 48611, 1398880, 350511]"
259,Turbinellus floccosus,417398,species,4902,4931,"[48460, 47170, 47169, 492000, 50814, 891028, 55154, 48710, 352983, 417398]"
260,Rhodofomes cajanderi,764105,species,4883,4904,"[48460, 47170, 47169, 492000, 50814, 47380, 55974, 539002, 764105]"
261,Rhodocollybia butyracea,118166,species,4882,4915,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785516, 64013, 118165, 118166]"
262,Armillaria ostoyae,192381,species,4832,4867,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785516, 55931, 55930, 192381]"
263,Xylobolus frustulatus,130947,species,4828,4839,"[48460, 47170, 47169, 492000, 50814, 48341, 55502, 130949, 130947]"
264,Chlorociboria aeruginascens,122329,species,4824,4838,"[48460, 47170, 48250, 372740, 55523, 49073, 791906, 54595, 122329]"
265,Psathyrella piluliformis,118273,species,4794,4841,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 56310, 67745, 1179771, 118273]"
266,Sarcoscypha austriaca,126913,species,4794,4840,"[48460, 47170, 48250, 372740, 152032, 48717, 49135, 49136, 126913]"
267,Ganoderma megaloma,446812,species,4765,4798,"[48460, 47170, 47169, 492000, 50814, 47380, 47379, 48475, 559675, 1129535, 446812]"
268,Pseudevernia furfuracea,175355,species,4693,4706,"[48460, 47170, 48250, 372740, 54743, 952186, 48327, 54321, 1094690, 175350, 175355]"
269,Ramariopsis kunzei,55274,species,4692,4718,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 1128526, 49461, 55275, 55274]"
270,Lactifluus hygrophoroides,351320,species,4669,4703,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 353211, 1105688, 1105735, 351320]"
271,Lentinus crinitus,202421,species,4647,4707,"[48460, 47170, 47169, 492000, 50814, 47380, 47379, 68311, 1203422, 202421]"
272,Cladonia stellaris,125632,species,4641,4665,"[48460, 47170, 48250, 372740, 54743, 952186, 48327, 49489, 49490, 125632]"
273,Russula cyanoxantha,194437,species,4574,4600,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 48339, 1167952, 1396253, 194437]"
274,Leucocoprinus cepistipes,328202,species,4558,4632,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 47394, 85399, 328202]"
275,Cladonia arbuscula,320843,species,4516,4530,"[48460, 47170, 48250, 372740, 54743, 952186, 48327, 49489, 49490, 320843]"
276,Leccinum aurantiacum,124085,species,4508,4541,"[48460, 47170, 47169, 492000, 50814, 1094814, 48427, 48702, 1199038, 54203, 1397469, 124085]"
277,Daldinia concentrica,121714,species,4482,4507,"[48460, 47170, 48250, 372740, 53539, 792674, 48805, 785476, 85433, 1146657, 121714]"
278,Geastrum saccatum,63557,species,4459,4503,"[48460, 47170, 47169, 492000, 50814, 891028, 55013, 55014, 63077, 1085861, 1085863, 63557]"
279,Aseroe rubra,381310,species,4450,4510,"[48460, 47170, 47169, 492000, 50814, 891028, 48708, 1395929, 374501, 381310]"
280,Panaeolus papilionaceus,118263,species,4442,4482,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 1180803, 118262, 118263]"
281,Auricularia cornea,179230,species,4433,4460,"[48460, 47170, 47169, 492000, 50814, 50815, 50816, 50817, 179230]"
282,Mycena pura,63473,species,4428,4447,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785516, 55920, 55922, 1101287, 1370907, 63473]"
283,Pisolithus arhizus,179044,species,4409,4427,"[48460, 47170, 47169, 492000, 50814, 1094814, 48427, 474345, 63838, 63839, 1366812, 179044]"
284,Favolus brasiliensis,350773,species,4395,4456,"[48460, 47170, 47169, 492000, 50814, 47380, 47379, 202467, 350773]"
285,Physcia aipolia,117877,species,4393,4403,"[48460, 47170, 48250, 372740, 54743, 952186, 372828, 60717, 117887, 117877]"
286,Chrysothrix candelaris,117938,species,4376,4410,"[48460, 47170, 48250, 372740, 152028, 55452, 117941, 117942, 117938]"
287,Stereum versicolor,468027,species,4372,4421,"[48460, 47170, 47169, 492000, 50814, 48341, 55502, 55503, 468027]"
288,Russula xerampelina,154875,species,4367,4404,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 48339, 1167950, 1396136, 154875]"
289,Xanthoparmelia cumberlandia,123230,species,4343,4360,"[48460, 47170, 48250, 372740, 54743, 952186, 48327, 54321, 1094690, 60724, 123230]"
290,Pluteus petasatus,347897,species,4304,4334,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785522, 48420, 60783, 1366821, 347897]"
291,Acarospora socialis,212280,species,4248,4255,"[48460, 47170, 48250, 372740, 54743, 794230, 117930, 117931, 117932, 212280]"
292,Stropharia rugosoannulata,119151,species,4229,4261,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 48768, 53283, 1445304, 119151]"
293,Plicaturopsis crispa,55565,species,4221,4238,"[48460, 47170, 47169, 492000, 50814, 1094814, 987183, 353351, 55566, 55565]"
294,Nectria cinnabarina,118012,species,4221,4242,"[48460, 47170, 48250, 372740, 53539, 794115, 48248, 118017, 118022, 1468921, 118012]"
295,Neolentinus lepideus,351629,species,4220,4238,"[48460, 47170, 47169, 492000, 50814, 67339, 67340, 311293, 351629]"
296,Agaricus augustus,49547,species,4219,4261,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 47394, 49548, 824802, 847564, 49547]"
297,Phaeotremella foliacea,901819,species,4210,4234,"[48460, 47170, 47169, 492000, 83737, 48530, 1110023, 994028, 994056, 901819]"
298,Cladonia furcata,54607,species,4208,4212,"[48460, 47170, 48250, 372740, 54743, 952186, 48327, 49489, 49490, 54607]"
299,Coltricia perennis,118034,species,4187,4212,"[48460, 47170, 47169, 492000, 50814, 57519, 1255706, 118040, 118034]"
300,Fomes excavatus,508778,species,4170,4181,"[48460, 47170, 47169, 492000, 50814, 47380, 47379, 127511, 508778]"
301,Xerocomus subtomentosus,485374,species,4155,4178,"[48460, 47170, 47169, 492000, 50814, 1094814, 48427, 48702, 702670, 118154, 485374]"
302,Lycoperdon pratense,118145,species,4145,4173,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 48445, 48444, 118145]"
303,Flavoparmelia baltimorensis,148365,species,4138,4152,"[48460, 47170, 48250, 372740, 54743, 952186, 48327, 54321, 1094690, 117951, 148365]"
304,Suillus luteus,53488,species,4137,4176,"[48460, 47170, 47169, 492000, 50814, 1094814, 48427, 1432580, 53489, 53490, 53488]"
305,Chlorophyllum brunneum,58693,species,4131,4169,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 47394, 56536, 1413392, 58693]"
306,Oudemansiella mucida,55964,species,4123,4160,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785516, 55931, 55965, 373969, 55964]"
307,Flavopunctelia flaventior,69436,species,4112,4123,"[48460, 47170, 48250, 372740, 54743, 952186, 48327, 54321, 1094690, 69437, 69436]"
308,Guepiniopsis alpina,118032,species,4111,4130,"[48460, 47170, 47169, 492000, 53277, 53278, 53279, 118033, 118032]"
309,Irpiciporus pachyodon,1248679,species,4095,4126,"[48460, 47170, 47169, 492000, 50814, 47380, 974712, 1248673, 1248679]"
310,Ganoderma brownii,348812,species,4094,4110,"[48460, 47170, 47169, 492000, 50814, 47380, 47379, 48475, 559675, 1129535, 348812]"
311,Clathrus archeri,51135,species,4088,4166,"[48460, 47170, 47169, 492000, 50814, 891028, 48708, 1395929, 51137, 51135]"
312,Phaeophyscia orbicularis,60718,species,4069,4080,"[48460, 47170, 48250, 372740, 54743, 952186, 372828, 60717, 60709, 60718]"
313,Boletus subvelutipes,125367,species,4064,4098,"[48460, 47170, 47169, 492000, 50814, 1094814, 48427, 48702, 1135850, 48703, 125367]"
314,Retiboletus ornatipes,348815,species,4048,4066,"[48460, 47170, 47169, 492000, 50814, 1094814, 48427, 48702, 1199038, 348833, 348815]"
315,Stereum lobatum,1031780,species,4039,4042,"[48460, 47170, 47169, 492000, 50814, 48341, 55502, 55503, 1031780]"
316,Lactarius alnicola,54599,species,4028,4041,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 54597, 1174534, 54599]"
317,Hygrocybe cantharellus,63282,species,4010,4037,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 1128302, 51870, 1135226, 1135227, 51871, 1135479, 1135487, 1101274, 63282]"
318,Gliophorus psittacinus,348711,species,3981,4005,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 1128302, 51870, 1135226, 1135229, 143385, 1134262, 348711]"
319,Laccaria ochropurpurea,143308,species,3950,3970,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 351075, 54895, 143308]"
320,Candelariella vitellina,182455,species,3940,3948,"[48460, 47170, 48250, 372740, 152030, 152550, 69475, 155094, 182455]"
321,Niveoporofomes spraguei,940037,species,3936,3952,"[48460, 47170, 47169, 492000, 50814, 47380, 55974, 940038, 940037]"
322,Armillaria gallica,118401,species,3905,3920,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785516, 55931, 55930, 118401]"
323,Peltigera canina,180500,species,3899,3907,"[48460, 47170, 48250, 372740, 54743, 952186, 48712, 54295, 54294, 180500]"
324,Peltigera membranacea,117858,species,3878,3887,"[48460, 47170, 48250, 372740, 54743, 952186, 48712, 54295, 54294, 117858]"
325,Tylopilus rubrobrunneus,352692,species,3864,3884,"[48460, 47170, 47169, 492000, 50814, 1094814, 48427, 48702, 1135850, 63482, 352692]"
326,Teloschistes exilis,232361,species,3863,3871,"[48460, 47170, 48250, 372740, 54743, 952186, 54755, 54756, 1232043, 55554, 232361]"
327,Suillus grevillei,147277,species,3862,3882,"[48460, 47170, 47169, 492000, 50814, 1094814, 48427, 1432580, 53489, 53490, 147277]"
328,Lactarius rufus,118223,species,3847,3865,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 54597, 1046273, 118223]"
329,Radulomyces copelandii,1113584,species,3835,3846,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 905657, 1181456, 332679, 1113584]"
330,Amanita brunnescens,58692,species,3818,3830,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785522, 118249, 1149497, 48419, 1142598, 932781, 58692]"
331,Pleurocybella porrigens,48509,species,3816,3853,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 905657, 1128529, 48510, 48509]"
332,Panus lecomtei,536019,species,3809,3836,"[48460, 47170, 47169, 492000, 50814, 47380, 974750, 59250, 536019]"
333,Hericium americanum,124335,species,3794,3825,"[48460, 47170, 47169, 492000, 50814, 48341, 49159, 49160, 124335]"
334,Peltigera praetextata,127051,species,3760,3767,"[48460, 47170, 48250, 372740, 54743, 952186, 48712, 54295, 54294, 127051]"
335,Peltigera aphthosa,119675,species,3756,3769,"[48460, 47170, 48250, 372740, 54743, 952186, 48712, 54295, 54294, 119675]"
336,Gloeoporus dichrous,202418,species,3756,3773,"[48460, 47170, 47169, 492000, 50814, 47380, 964622, 202427, 202418]"
337,Psathyrella longipes,118272,species,3744,3764,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 56310, 67745, 118272]"
338,Phellinus tremulae,351800,species,3718,3725,"[48460, 47170, 47169, 492000, 50814, 57519, 57518, 118087, 351800]"
339,Phylloscypha phyllogena,1110795,species,3717,3749,"[48460, 47170, 48250, 372740, 152032, 48717, 57373, 1110794, 1110795]"
340,Laccaria amethysteo-occidentalis,54893,species,3715,3725,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 351075, 54895, 54893]"
341,Porodaedalea pini,118081,species,3712,3735,"[48460, 47170, 47169, 492000, 50814, 57519, 57518, 118086, 118081]"
